AUC score: 0.84
         2021701 function calls (1934021 primitive calls) in 3.729 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:147(RendererBase)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance_measures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      179    0.000    0.000    0.000    0.000 inspect.py:2273(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:205(_check_pos_label_consistency)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:287(MathtextBackendPath)
      484    0.000    0.000    0.000    0.000 artist.py:1437(<genexpr>)
      218    0.000    0.000    0.000    0.000 __init__.py:1929(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        1    0.000    0.000    0.000    0.000 decomposition.py:1(<module>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
      613    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 pydoc.py:558(HTMLDoc)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        4    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
       13    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 random_clustered.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _datasource.py:246(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 multidigraph.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
        1    0.000    0.000    0.000    0.000 tempfile.py:134(rng)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        1    0.000    0.000    0.000    0.000 lgc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
       18    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 second_order.py:1(<module>)
      131    0.000    0.000    0.000    0.000 rcsetup.py:63(__call__)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManager)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 ticker.py:1684(Locator)
        1    0.000    0.000    0.000    0.000 cographs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendPdf)
       37    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:2(<module>)
      117    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
        1    0.000    0.000    0.000    0.000 leda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 heaps.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6230(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
      313    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       32    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:748(GraphicsContextBase)
       44    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        4    0.000    0.000    0.000    0.000 polynomial.py:1218(__init__)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
       57    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      336    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       49    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 ismags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1237(Arrow)
        6    0.000    0.000    0.000    0.000 _datasource.py:293(_possible_names)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:866(stem)
       35    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       32    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
      463    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
      200    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        5    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:14(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3906(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1674(FigureCanvasBase)
       26    0.000    0.000    0.000    0.000 pathlib.py:1098(_make_child_relpath)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        1    0.000    0.000    0.000    0.000 version.py:267(Version)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
      862    0.000    0.000    0.000    0.000 __init__.py:2095(__bool__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 moral.py:1(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
      373    0.000    0.000    0.000    0.000 decorator.py:275(<genexpr>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
      212    0.000    0.000    0.000    0.000 transforms.py:1304(<genexpr>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
      110    0.000    0.000    0.000    0.000 __init__.py:653(__iter__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
       28    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
       48    0.000    0.000    0.000    0.000 os.py:754(encode)
        4    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
      424    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        8    0.000    0.000    0.000    0.000 pathlib.py:974(__truediv__)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
       23    0.000    0.000    0.000    0.000 rcsetup.py:364(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fad7a4f85e0}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(moveaxis)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Evaluation.py:8(Evaluation)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2774(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.000    0.000 art3d.py:677(Poly3DCollection)
        6    0.000    0.000    0.000    0.000 pathlib.py:1434(is_dir)
        1    0.000    0.000    0.000    0.000 _encoders.py:168(OneHotEncoder)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
       21    0.000    0.000    0.000    0.000 re.py:325(_subx)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.000    0.000 _bsplines.py:37(BSpline)
        2    0.000    0.000    0.000    0.000 validation.py:316(<listcomp>)
      693    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fad792499d0}
       64    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
      172    0.000    0.000    0.000    0.000 deprecation.py:121(deprecated)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _datasource.py:417(_sanitize_relative_path)
       63    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordered.py:1(<module>)
       36    0.000    0.000    0.000    0.000 colors.py:287(<genexpr>)
        5    0.000    0.000    0.000    0.000 function_base.py:1164(diff)
        8    0.000    0.000    0.000    0.000 pathlib.py:736(_make_child)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:392(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2681(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:964(TextBox)
       31    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
       24    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       19    0.000    0.000    0.000    0.000 __init__.py:1325(_to_unmasked_float_array)
       10    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      447    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 hashing.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      150    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
      242    0.000    0.000    0.000    0.000 version.py:334(epoch)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:3(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
        9    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1599(Arc)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
      173    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 validation.py:893(column_or_1d)
       31    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
       19    0.000    0.000    0.000    0.000 __init__.py:133(check_shape)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1595(DefaultProvider)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
        4    0.000    0.000    0.000    0.000 validation.py:244(_num_samples)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
       41    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 numeric.py:2337(within_tol)
       21    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       10    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_cmap)
        1    0.000    0.000    0.000    0.000 __init__.py:459(<listcomp>)
        3    0.000    0.000    0.000    0.000 _datasource.py:280(_splitzipext)
        2    0.000    0.000    0.000    0.000 numeric.py:1398(moveaxis)
       40    0.000    0.000    0.000    0.000 typing.py:708(__setattr__)
